Date,Close,High,Low,Open,Volume,SMA20,SMA50,Signal,Position,Returns,Strategy_Returns,Equity,Buy_Hold
2022-01-06,17745.900390625,17797.94921875,17655.55078125,17768.5,236500,17263.47490234375,17484.5598828125,0,0.0,-0.010005417462796928,-0.0,1.154764051616355,1.2658915283821395
2022-01-07,17812.69921875,17905.0,17704.55078125,17797.599609375,239300,17278.54482421875,17476.5948828125,0,0.0,0.003764183651131514,0.0,1.154764051616355,1.2706565765773814
2022-01-10,18003.30078125,18017.44921875,17879.150390625,17913.30078125,232400,17310.29736328125,17479.5158984375,0,0.0,0.010700318921871732,0.0,1.154764051616355,1.2842530071869331
2022-01-11,18055.75,18081.25,17964.400390625,17997.75,220200,17346.83984375,17487.197890625,0,0.0,0.002913311252602302,0.0,1.154764051616355,1.2879944359239592
2022-01-12,18212.349609375,18227.94921875,18128.80078125,18170.400390625,245000,17396.3873046875,17492.851875,0,0.0,0.008673115731830494,0.0,1.154764051616355,1.2991653607286815
2022-01-13,18257.80078125,18272.25,18163.80078125,18257.0,303700,17446.85732421875,17500.22890625,0,0.0,0.0024956237305924223,0.0,1.154764051616355,1.3024075886328796
2022-01-14,18255.75,18286.94921875,18119.650390625,18185.0,229500,17510.38486328125,17508.759921875,1,0.0,-0.00011232356375068253,-0.0,1.154764051616355,1.3022612975710686
2022-01-17,18308.099609375,18321.55078125,18228.75,18235.650390625,266700,17595.0798828125,17516.5858984375,1,1.0,0.0028675682661627455,0.0023675682661627455,1.1574980343398675,1.3059956207422352
2022-01-18,18113.05078125,18350.94921875,18085.900390625,18337.19921875,227500,17662.18994140625,17517.4758984375,1,1.0,-0.010653690567923424,-0.010653690567923424,1.145166408449031,1.2920819475157843
2022-01-19,17938.400390625,18129.19921875,17884.900390625,18129.19921875,276700,17711.3375,17515.35890625,1,1.0,-0.00964224043394124,-0.00964224043394124,1.1341244386018925,1.279623382717482
2022-01-20,17757.0,17943.69921875,17648.44921875,17921.0,258100,17745.55751953125,17510.154921875,1,1.0,-0.010112406160797005,-0.010112406160797005,1.1226557116418643,1.26668331133859
2022-01-21,17617.150390625,17707.599609375,17485.849609375,17613.69921875,277600,17776.2275390625,17505.0259375,1,1.0,-0.007875745304668613,-0.007875745304668613,1.1138139611921414,1.256707236196813
2022-01-24,17149.099609375,17599.400390625,16997.849609375,17575.150390625,323800,17779.37001953125,17485.9529296875,1,1.0,-0.02656790518738339,-0.02656790518738339,1.0842222574748046,1.2233191574972375
2022-01-25,17277.94921875,17309.150390625,16836.80078125,17001.55078125,326500,17781.60498046875,17469.3229296875,1,1.0,0.007513491221694313,0.007513491221694313,1.0923685518887072,1.2325105552484235
2022-01-27,17110.150390625,17182.5,16866.75,17062.0,395600,17776.43251953125,17451.541953125,1,1.0,-0.00971173291462768,-0.00971173291462768,1.0817597602684255,1.2205407419213914
2022-01-28,17101.94921875,17373.5,17077.099609375,17208.30078125,355300,17771.33251953125,17435.6079296875,1,1.0,-0.0004793161771092791,-0.0004793161771092791,1.081241255315583,1.2199557169989674
2022-01-31,17339.849609375,17410.0,17264.150390625,17301.05078125,321700,17770.6224609375,17427.10890625,1,1.0,0.0139107178709299,0.0139107178709299,1.0962820973686882,1.236926176793168
2022-02-01,17576.849609375,17622.400390625,17244.55078125,17529.44921875,386400,17768.17998046875,17430.3148828125,1,1.0,0.013667938611870323,0.013667938611870323,1.1112660137768158,1.2538324078449925
2022-02-02,17780.0,17794.599609375,17674.80078125,17706.19921875,271200,17766.91748046875,17435.847890625,1,1.0,0.011557838585399605,0.011557838585399605,1.1241098469894886,1.2683240004280079
2022-02-03,17560.19921875,17781.150390625,17511.150390625,17767.75,226600,17748.66494140625,17438.750859375,1,1.0,-0.012362248664229525,-0.012362248664229525,1.1102133215350956,1.2526446637479065
2022-02-04,17516.30078125,17617.80078125,17462.55078125,17590.19921875,261400,17737.1849609375,17438.351875,1,1.0,-0.0024998826581151823,-0.0024998826581151823,1.1074379185057814,1.2495131990762225
2022-02-07,17213.599609375,17536.75,17119.400390625,17456.30078125,265000,17707.22998046875,17442.0948828125,1,1.0,-0.017281112927623465,-0.017281112927623465,1.0883001587757508,1.2279202203784303
2022-02-08,17266.75,17306.44921875,17043.650390625,17279.849609375,268500,17670.40244140625,17446.3508984375,1,1.0,0.0030876976246183574,0.0030876976246183574,1.0916605005908744,1.2317116667261137
2022-02-09,17463.80078125,17477.150390625,17339.0,17370.099609375,236400,17640.80498046875,17455.9629296875,1,1.0,0.01141215233034587,0.01141215233034587,1.104118696516639,1.2457681478938563
2022-02-10,17605.849609375,17639.44921875,17427.150390625,17554.099609375,273600,17610.47998046875,17464.7419140625,1,1.0,0.008133901085124018,0.008133901085124018,1.1130994887803414,1.255901102783823
2022-02-11,17374.75,17454.75,17303.0,17451.0,253100,17566.32744140625,17464.20390625,1,1.0,-0.01312629691281364,-0.01312629691281364,1.0984886143971095,1.2394157720155523
2022-02-14,16842.80078125,17099.5,16809.650390625,17076.150390625,305500,17495.67998046875,17457.1259375,1,1.0,-0.03061622289529342,-0.03061622289529342,1.0648570421307857,1.201469542479582
2022-02-15,17352.44921875,17375.0,16839.25,16933.25,298700,17447.8974609375,17465.929921875,0,1.0,0.03025912638397754,0.03025912638397754,1.0970786859494897,1.2378249612119714
2022-02-16,17322.19921875,17490.599609375,17257.69921875,17408.44921875,244500,17408.3548828125,17468.839921875,0,0.0,-0.0017432697608654735,-0.0005,1.096530146606515,1.2356670983878462
2022-02-17,17304.599609375,17442.900390625,17235.849609375,17396.55078125,232100,17376.66484375,17465.5369140625,0,0.0,-0.001016014719190439,-0.0,1.096530146606515,1.2344116424278648
2022-02-18,17276.30078125,17380.80078125,17219.19921875,17236.05078125,189600,17352.6298828125,17460.7259375,0,0.0,-0.0016353356196504576,-0.0,1.096530146606515,1.2323929650996914
2022-02-21,17206.650390625,17351.05078125,17070.69921875,17192.25,215200,17332.1048828125,17454.6329296875,0,0.0,-0.004031556958107085,-0.0,1.096530146606515,1.2274245026661215
2022-02-22,17092.19921875,17148.55078125,16843.80078125,16847.94921875,300100,17329.25986328125,17449.1119140625,0,0.0,-0.006651566067580439,-0.0,1.096530146606515,1.2192602074936707
2022-02-23,17063.25,17220.69921875,17027.849609375,17194.5,200200,17318.52490234375,17443.87890625,0,0.0,-0.0016937094155936583,-0.0,1.096530146606515,1.21719513500018
2022-02-24,16247.9501953125,16705.25,16203.25,16548.900390625,458000,17275.414892578126,17424.40990234375,0,0.0,-0.04778103847083648,-0.0,1.096530146606515,1.1590362874282214
2022-02-25,16658.400390625,16748.80078125,16478.30078125,16515.650390625,329800,17253.237451171874,17412.60990234375,0,0.0,0.025261660109649586,0.0,1.096530146606515,1.1883154681759833
2022-02-28,16793.900390625,16815.900390625,16356.2998046875,16481.599609375,404200,17225.939990234376,17408.78392578125,0,0.0,0.008134034290366632,0.0,1.096530146606515,1.1979812669418999
2022-03-02,16605.94921875,16678.5,16478.650390625,16593.099609375,517700,17177.394970703124,17408.61892578125,0,0.0,-0.011191633122935585,-0.0,1.096530146606515,1.1845739001141367
2022-03-03,16498.05078125,16768.94921875,16442.94921875,16723.19921875,442100,17113.297509765624,17403.16294921875,0,0.0,-0.00649757722841704,-0.0,1.096530146606515,1.1768770397153778
2022-03-04,16245.349609375,16456.0,16133.7998046875,16339.4501953125,456100,17047.555029296876,17388.96095703125,0,0.0,-0.015317032007332254,-0.0,1.096530146606515,1.158850776429363
2022-03-07,15863.150390625,15944.599609375,15711.4501953125,15867.9501953125,585400,16964.897509765626,17364.77197265625,0,0.0,-0.02352668473994779,-0.0,1.096530146606515,1.1315868595516656
2022-03-08,16013.4501953125,16028.75,15671.4501953125,15747.75,543600,16904.8900390625,17344.9659765625,0,0.0,0.009474776509483585,0.0,1.096530146606515,1.142308392146986
2022-03-09,16345.349609375,16418.05078125,15990.0,16078.0,462200,16858.82001953125,17330.14796875,0,0.0,0.020726290088294297,0.0,1.096530146606515,1.1659842072529176
2022-03-10,16594.900390625,16757.30078125,16447.900390625,16757.099609375,486400,16815.375,17317.3809765625,0,0.0,0.01526738719047449,0.0,1.096530146606515,1.1837857396030265
2022-03-11,16630.44921875,16694.400390625,16470.900390625,16528.80078125,343700,16766.60498046875,17305.71796875,0,0.0,0.0021421537513466316,0.0,1.096530146606515,1.1863215906659077
2022-03-14,16871.30078125,16887.94921875,16606.5,16633.69921875,314700,16741.43251953125,17299.065,0,0.0,0.014482565042708062,0.0,1.096530146606515,1.2035025702642956
2022-03-15,16663.0,16927.75,16555.0,16900.650390625,381600,16732.44248046875,17285.243984375,0,0.0,-0.012346456503312231,-0.0,1.096530146606515,1.188643578128903
2022-03-16,16975.349609375,16987.900390625,16837.849609375,16876.650390625,260000,16713.5875,17272.2369921875,0,0.0,0.018745100484606647,0.0,1.096530146606515,1.2109248214413117
2022-03-17,17287.05078125,17344.599609375,17175.75,17202.900390625,448300,16711.830078125,17261.8730078125,0,0.0,0.018361988356508263,0.0,1.096530146606515,1.2331598089132239
2022-03-21,17117.599609375,17353.349609375,17096.400390625,17329.5,285500,16702.480078125,17245.72,0,0.0,-0.009802202470463706,-0.0,1.096530146606515,1.2210721267878182
2022-03-22,17315.5,17334.400390625,17006.30078125,17120.400390625,338300,16704.4400390625,17237.1119921875,0,0.0,0.011561223252155806,0.0,1.096530146606515,1.2351892142525969
2022-03-23,17245.650390625,17442.400390625,17199.599609375,17405.05078125,292100,16706.3900390625,17225.771015625,0,0.0,-0.0040339354552280104,-0.0,1.096530146606515,1.2302065406873082
2022-03-24,17222.75,17291.75,17091.150390625,17094.94921875,290300,16712.917578125,17210.16,0,0.0,-0.0013278937068936791,-0.0,1.096530146606515,1.22857295716375
2022-03-25,17153.0,17294.900390625,17076.55078125,17289.0,237100,16717.405078125,17192.105,0,0.0,-0.004049875890900112,-0.0,1.096530146606515,1.2235973891643208
2022-03-28,17222.0,17235.099609375,17003.900390625,17181.849609375,253200,16766.107568359374,17172.2980078125,0,0.0,0.004022619949862971,0.0,1.096530146606515,1.2285194564325734
2022-03-29,17325.30078125,17343.650390625,17235.69921875,17297.19921875,235100,16799.452587890624,17153.6480078125,0,0.0,0.005998187274997013,0.0,1.096530146606515,1.2358883462032335
2022-03-30,17498.25,17522.5,17387.19921875,17468.150390625,505000,16834.670068359374,17138.4980078125,0,0.0,0.009982465582194733,0.0,1.096530146606515,1.2482255590826428
2022-03-31,17464.75,17559.80078125,17435.19921875,17519.19921875,281100,16877.610107421875,17121.631015625,0,0.0,-0.001914477162001882,-0.0,1.096530146606515,1.245835859756752
2022-04-01,17670.44921875,17703.69921875,17422.69921875,17436.900390625,291800,16936.230029296876,17112.778984375,0,0.0,0.011777965258592316,0.0,1.096530146606515,1.2605092712308756
2022-04-04,18053.400390625,18114.650390625,17791.400390625,17809.099609375,345500,17026.632568359375,17115.078984375,0,0.0,0.021671841339984343,0.0,1.096530146606515,1.2878268281645704
2022-04-05,17957.400390625,18095.44921875,17921.55078125,18080.599609375,283500,17131.345068359376,17119.0869921875,1,0.0,-0.005317557796472028,-0.0,1.096530146606515,1.280978734573958
2022-04-06,17807.650390625,17901.0,17779.849609375,17842.75,328800,17221.055078125,17122.8969921875,1,1.0,-0.008339180323571727,-0.008839180323571727,1.0868377189104275,1.2702964219156851
2022-04-07,17639.55078125,17787.5,17623.69921875,17723.30078125,308800,17285.76513671875,17132.706015625,1,1.0,-0.00943974110495216,-0.00943974110495216,1.0765782522208163,1.258305152566254
2022-04-08,17784.349609375,17842.75,17600.55078125,17698.150390625,274400,17345.23759765625,17142.8340234375,1,1.0,0.008208759390795572,0.008208759390795572,1.08541562405866,1.2686342768038688
2022-04-11,17674.94921875,17779.05078125,17650.94921875,17740.900390625,251700,17397.46259765625,17154.13,1,1.0,-0.006151497975913078,-0.006151497975913078,1.0787386920442388,1.2608302756179357
2022-04-12,17530.30078125,17595.30078125,17442.349609375,17584.849609375,266000,17430.41259765625,17162.69703125,1,1.0,-0.008183810641252287,-0.008183810641252287,1.0699104988571566,1.2505118793915206
2022-04-13,17475.650390625,17663.650390625,17457.400390625,17599.900390625,245100,17471.0451171875,17165.413046875,1,1.0,-0.0031174816283502382,-0.0031174816283502382,1.0665750725329903,1.2466134315814839
2022-04-18,17173.650390625,17237.75,17067.849609375,17183.44921875,376100,17480.96015625,17157.3490625,1,1.0,-0.017281188010147552,-0.017281188010147552,1.048143388177611,1.225070470494349
2022-04-19,16958.650390625,17275.650390625,16824.69921875,17258.94921875,401400,17464.54013671875,17140.9220703125,1,1.0,-0.012519178806467801,-0.012519178806467801,1.0350214936861986,1.2097335942237066
2022-04-20,17136.55078125,17186.900390625,16978.94921875,17045.25,286100,17465.4876953125,17132.4491015625,1,1.0,0.010490244596548015,0.010490244596548015,1.0458791223176513,1.2224239955237746
2022-04-21,17392.599609375,17414.69921875,17215.5,17234.599609375,285200,17469.34267578125,17129.975078125,1,1.0,0.014941678252146096,0.014941678252146096,1.0615063116539587,1.2406890615525936
2022-04-22,17171.94921875,17315.30078125,17149.19921875,17242.75,262700,17465.6576171875,17129.1420703125,1,1.0,-0.012686452605167986,-0.012686452605167986,1.048039562141074,1.2249491185754562
2022-04-25,16953.94921875,17054.30078125,16888.69921875,17009.05078125,275700,17452.217578125,17122.8860546875,1,1.0,-0.012695122564301942,-0.012695122564301942,1.0347345714474558,1.209398239380107
2022-04-26,17200.80078125,17223.849609375,17064.44921875,17121.30078125,261100,17454.6076171875,17117.6260546875,1,1.0,0.014560121616207233,0.014560121616207233,1.0498004326482249,1.2270072248279082
2022-04-27,17038.400390625,17110.69921875,16958.44921875,17073.349609375,265100,17445.42763671875,17106.2770703125,1,1.0,-0.009441443610115341,-0.009441443610115341,1.039888801061502,1.2154225053054915
2022-04-28,17245.05078125,17322.5,17071.05078125,17189.5,312900,17441.41513671875,17103.6830859375,1,1.0,0.012128508890934642,0.012128508890934642,1.0525011016307597,1.2301637679673312
2022-04-29,17102.55078125,17377.650390625,17053.25,17329.25,336200,17421.63017578125,17108.8780859375,1,1.0,-0.008263240381694681,-0.008263240381694681,1.0438040320259863,1.2199986290437659
2022-05-02,17069.099609375,17092.25,16917.25,16924.44921875,278200,17401.84765625,17103.21109375,1,1.0,-0.0019559171203674675,-0.0019559171203674675,1.0417624378494381,1.2176124128383943
2022-05-04,16677.599609375,17132.849609375,16623.94921875,17096.599609375,310600,17352.20517578125,17090.3191015625,1,1.0,-0.022936183451936376,-0.022936183451936376,1.017868383461587,1.189685031164178
2022-05-05,16682.650390625,16945.69921875,16651.849609375,16854.75,265800,17283.66767578125,17077.8801171875,1,1.0,0.00030284821366977077,0.00030284821366977077,1.0181766430832693,1.1900453251506957
2022-05-06,16411.25,16484.19921875,16340.900390625,16415.55078125,300500,17206.36015625,17060.5791015625,1,1.0,-0.0162684216398562,-0.0162684216398562,1.0016125161497373,1.1706851660306044
2022-05-09,16301.849609375,16403.69921875,16142.099609375,16227.7001953125,288400,17131.0701171875,17042.4830859375,1,1.0,-0.006666182687180999,-0.006666182687180999,0.9949355841353161,1.1628811648446715
2022-05-10,16240.0498046875,16404.55078125,16197.2998046875,16248.900390625,283100,17061.095068359376,17025.44009765625,1,1.0,-0.003790968888092272,-0.003790968888092272,0.9911638142902033,1.1584727185281969
2022-05-11,16167.099609375,16318.75,15992.599609375,16270.0498046875,284300,16980.232568359374,17007.51708984375,0,1.0,-0.0044919933245182175,-0.0044919933245182175,0.9867115130529077,1.1532688668099318
2022-05-12,15808.0,16041.9501953125,15735.75,16021.099609375,314900,16886.885107421876,16998.7180859375,0,0.0,-0.022211752141785834,-0.0005,0.9862181572963813,1.1276527445875113
2022-05-13,15782.150390625,16083.599609375,15740.849609375,15977.0,369100,16799.477587890626,16981.1930859375,0,0.0,-0.0016352232651188903,-0.0,0.9862181572963813,1.1258087805845867
2022-05-16,15842.2998046875,15977.9501953125,15739.650390625,15845.099609375,217600,16717.81005859375,16962.16107421875,0,0.0,0.0038112305721171857,0.0,0.9862181572963813,1.1300994974275087
2022-05-17,16259.2998046875,16284.25,15900.7998046875,15912.599609375,295700,16672.092529296875,16955.2280859375,0,0.0,0.026321935902047233,0.0,0.9862181572963813,1.1598459039617315
2022-05-18,16240.2998046875,16399.80078125,16211.2001953125,16318.150390625,290400,16636.175,16950.07306640625,0,0.0,-0.0011685620062508173,-0.0,0.9862181572963813,1.1584905521052562
2022-05-19,15809.400390625,15984.75,15775.2001953125,15917.400390625,313900,16569.81748046875,16941.35408203125,0,0.0,-0.026532725334179386,-0.0,0.9862181572963813,1.1277526404840057
2022-05-20,16266.150390625,16283.0498046875,16003.849609375,16043.7998046875,252400,16513.49501953125,16949.41408203125,0,0.0,0.028891038794289337,0.0,0.9862181572963813,1.1603345857705913
2022-05-23,16214.7001953125,16414.69921875,16185.75,16290.9501953125,293800,16465.632568359375,16953.43908203125,0,0.0,-0.0031630222318707046,-0.0,0.9862181572963813,1.1566644216793904
2022-05-24,16125.150390625,16262.7998046875,16078.599609375,16225.5498046875,249800,16424.192626953125,16949.03509765625,0,0.0,-0.005522754266735541,-0.0,0.9862181572963813,1.1502764483093795
2022-05-25,16025.7998046875,16223.349609375,16006.9501953125,16196.349609375,243300,16365.442578125,16937.6530859375,0,0.0,-0.006161219184365629,-0.0,0.9862181572963813,1.1431893429887319
2022-05-26,16170.150390625,16204.4501953125,15903.7001953125,16105.0,314300,16322.030078125,16928.447109375,0,0.0,0.009007387318995308,0.0,0.9862181572963813,1.1534864921799792
2022-05-27,16352.4501953125,16370.599609375,16221.9501953125,16296.599609375,274100,16277.400048828125,16918.07009765625,0,0.0,0.011273847198922216,0.0,0.9862181572963813,1.166490722638837
2022-05-30,16661.400390625,16695.5,16506.150390625,16527.900390625,251400,16255.342529296875,16918.03810546875,0,0.0,0.018893205092962884,0.0,0.9862181572963813,1.188529471100691
2022-05-31,16584.55078125,16690.75,16521.900390625,16578.44921875,651600,16231.115087890625,16910.22212890625,0,0.0,-0.004612433983534836,-0.0,0.9862181572963813,1.1830474573777536
2022-06-01,16522.75,16649.19921875,16438.849609375,16594.400390625,249600,16223.372607421876,16894.93611328125,0,0.0,-0.0037264067061659745,-0.0,0.9862181572963813,1.1786389413988685
2022-06-02,16628.0,16646.400390625,16443.05078125,16481.650390625,236000,16220.640087890624,16885.14412109375,0,0.0,0.006370004993115463,0.0,0.9862181572963813,1.1861468773406596
2022-06-03,16584.30078125,16793.849609375,16567.900390625,16761.650390625,245500,16229.292626953125,16870.52013671875,0,0.0,-0.002628050201467391,-0.0,0.9862181572963813,1.1830296238006945
2022-06-06,16569.55078125,16610.94921875,16444.55078125,16530.69921875,233600,16242.677685546874,16856.99814453125,0,0.0,-0.0008893953501298846,-0.0,0.9862181572963813,1.1819774427542202
2022-06-07,16416.349609375,16487.25,16347.099609375,16469.599609375,233800,16251.49267578125,16840.87013671875,0,0.0,-0.009245946006475991,-0.0,0.9862181572963813,1.171048943137642
2022-06-08,16356.25,16514.30078125,16293.349609375,16474.94921875,243500,16260.9501953125,16824.93513671875,0,0.0,-0.0036609606157923524,-0.0,0.9862181572963813,1.1667617790776499
2022-06-09,16478.099609375,16492.80078125,16243.849609375,16263.849609375,205000,16294.45517578125,16810.05712890625,0,0.0,0.00744972774168895,0.0,0.9862181572963813,1.175453836671187
2022-06-10,16201.7998046875,16324.7001953125,16172.599609375,16283.9501953125,189700,16315.437646484375,16787.587109375,0,0.0,-0.016767698414100085,-0.0,0.9862181572963813,1.1557441812381877
2022-06-13,15774.400390625,15886.150390625,15684.0,15877.5498046875,225500,16312.04267578125,16753.1101171875,0,0.0,-0.026379749115209128,-0.0,0.9862181572963813,1.1252559396957615
2022-06-14,15732.099609375,15858.0,15659.4501953125,15674.25,225400,16285.682666015626,16718.457109375,0,0.0,-0.00268160945598539,-0.0,0.9862181572963813,1.1222384427274696
2022-06-15,15692.150390625,15783.650390625,15678.900390625,15729.25,183000,16258.2751953125,16678.8911328125,0,0.0,-0.0025393443813560568,-0.0,0.9862181572963813,1.1193886928433878
2022-06-16,15360.599609375,15863.150390625,15335.099609375,15832.25,264700,16235.83515625,16625.0351171875,0,0.0,-0.021128447854290244,-0.0,0.9862181572963813,1.0957377472179641
2022-06-17,15293.5,15400.400390625,15183.400390625,15272.650390625,342600,16187.20263671875,16571.757109375,0,0.0,-0.00436829362663993,-0.0,0.9862181572963813,1.0909512430003232
2022-06-20,15350.150390625,15382.5,15191.099609375,15334.5,260000,16143.975146484376,16522.607109375,0,0.0,0.0037042135956451006,0.0,0.9862181572963813,1.094992359426831
2022-06-21,15638.7998046875,15707.25,15419.849609375,15455.9501953125,262800,16119.6576171875,16482.59208984375,0,0.0,0.018804337854487096,0.0,0.9862181572963813,1.115582965701575
2022-06-22,15413.2998046875,15565.400390625,15385.9501953125,15545.650390625,220900,16089.0326171875,16435.17109375,0,0.0,-0.014419265085317434,-0.0,0.9862181572963813,1.0994970791944594
2022-06-23,15556.650390625,15628.4501953125,15367.5,15451.5498046875,259200,16058.3576171875,16392.8051171875,0,0.0,0.009300447519609234,0.0,0.9862181572963813,1.109722894077471
2022-06-24,15699.25,15749.25,15619.4501953125,15657.400390625,219600,16025.697607421875,16356.1841015625,0,0.0,0.009166472588529428,0.0,0.9862181572963813,1.1198951385668958
2022-06-27,15832.0498046875,15927.4501953125,15815.5,15926.2001953125,210900,15984.230078125,16323.31208984375,0,0.0,0.008458990377725017,0.0,0.9862181572963813,1.1293683207680942
2022-06-28,15850.2001953125,15892.099609375,15710.150390625,15757.4501953125,251900,15947.512548828125,16296.8430859375,0,0.0,0.0011464333961117568,0.0,0.9862181572963813,1.1306630663275334
2022-06-29,15799.099609375,15861.599609375,15687.7998046875,15701.7001953125,444900,15911.330029296874,16273.6520703125,0,0.0,-0.0032239710103227903,-0.0,0.9862181572963813,1.1270178413792509
2022-06-30,15780.25,15890.0,15728.849609375,15774.5,306000,15868.942529296875,16246.5260546875,0,0.0,-0.001193081241402827,-0.0,0.9862181572963813,1.125673217533975
2022-07-01,15752.0498046875,15793.9501953125,15511.0498046875,15703.7001953125,364100,15827.32998046875,16213.71505859375,0,0.0,-0.0017870563085186086,-0.0,0.9862181572963813,1.1236615761092505
2022-07-04,15835.349609375,15852.349609375,15661.7998046875,15710.5,304300,15790.619921875,16186.98306640625,0,0.0,0.005288188249805481,0.0,0.9862181572963813,1.1296037100527894
2022-07-05,15810.849609375,16025.75,15785.4501953125,15909.150390625,254200,15760.344921875,16164.12107421875,0,0.0,-0.0015471713984448465,-0.0,0.9862181572963813,1.1278560195010185
2022-07-06,15989.7998046875,16011.349609375,15800.900390625,15818.2001953125,288400,15742.022412109374,16139.9010546875,0,0.0,0.011318189707300252,0.0,0.9862181572963813,1.1406213078922516
2022-07-07,16132.900390625,16150.5,16045.9501953125,16113.75,264600,15724.762451171875,16121.7910546875,0,0.0,0.00894949203151052,0.0,0.9862181572963813,1.1508292891982044
2022-07-08,16220.599609375,16275.5,16157.900390625,16273.650390625,281100,15725.70244140625,16101.30203125,0,0.0,0.005436047866567373,0.0,0.9862181572963813,1.1570852523005335
2022-07-11,16216.0,16248.5498046875,16115.5,16136.150390625,255900,15747.782421875,16083.571015625,0,0.0,-0.00028356592763323363,-0.0,0.9862181572963813,1.1567571423476142
2022-07-12,16058.2998046875,16158.75,16031.150390625,16126.2001953125,208600,15764.092431640625,16063.35501953125,0,0.0,-0.0097249750439381,-0.0,0.9862181572963813,1.1455077080063865
2022-07-13,15966.650390625,16140.0,15950.150390625,16128.2001953125,233300,15777.817431640626,16049.13603515625,0,0.0,-0.005707292501522909,-0.0,0.9862181572963813,1.1389699604540449
2022-07-14,15938.650390625,16070.849609375,15858.2001953125,16018.849609375,228600,15806.719970703125,16034.25603515625,0,0.0,-0.0017536552323109689,-0.0,0.9862181572963813,1.1369725998234497
2022-07-15,16049.2001953125,16066.9501953125,15927.2998046875,16010.7998046875,205800,15844.50498046875,16027.0150390625,0,0.0,0.0069359576863876615,0.0,0.9862181572963813,1.1448585936664073
2022-07-18,16278.5,16287.9501953125,16142.2001953125,16151.400390625,227700,15890.9224609375,16026.548046875,0,0.0,0.014287304158276504,0.0,0.9862181572963813,1.161215536612336
2022-07-19,16340.5498046875,16359.5,16187.0498046875,16187.0498046875,222600,15926.0099609375,16028.558046875,0,0.0,0.003811764271124396,0.0,0.9862181572963813,1.1656418165058695
2022-07-20,16520.849609375,16588.0,16490.94921875,16562.80078125,284400,15981.387451171875,16035.633046875,0,0.0,0.01103388850696918,0.0,0.9862181572963813,1.1785033783482564
2022-07-21,16605.25,16626.94921875,16483.900390625,16523.55078125,243600,16033.817431640626,16051.578046875,0,0.0,0.005108719746296009,0.0,0.9862181572963813,1.1845240218283006
2022-07-22,16719.44921875,16752.25,16610.900390625,16661.25,190900,16084.827392578125,16070.3240234375,1,0.0,0.006877295960614926,0.0,0.9862181572963813,1.1926703440988717
2022-07-25,16631.0,16706.05078125,16564.25,16662.55078125,211400,16124.77490234375,16086.09802734375,1,1.0,-0.005290199311757782,-0.005790199311757782,0.9805077576007608,1.186360880265366
2022-07-26,16483.849609375,16636.099609375,16463.30078125,16632.900390625,208200,16156.457373046875,16090.5890234375,1,1.0,-0.00884795806776506,-0.00884795806776506,0.971832266076391,1.1758640089435413
2022-07-27,16641.80078125,16653.44921875,16438.75,16475.349609375,185200,16198.592431640625,16098.61904296875,1,1.0,0.0095821774414373,0.0095821774414373,0.9811445352932491,1.1871313465242381
2022-07-28,16929.599609375,16947.650390625,16746.25,16774.849609375,376300,16256.059912109375,16121.02302734375,1,1.0,0.017293731123692924,0.017293731123692924,0.9981121850800911,1.2076612768395358
2022-07-29,17158.25,17172.80078125,17018.150390625,17079.5,436100,16326.369921875,16138.86501953125,1,1.0,0.013505953826479233,0.013505953826479233,1.011592642165429,1.2239718942825575
2022-08-01,17340.05078125,17356.25,17154.80078125,17243.19921875,381500,16401.60498046875,16161.37203125,1,1.0,0.010595531668439406,0.010595531668439406,1.0223110040410532,1.236940527249708
2022-08-02,17345.44921875,17390.150390625,17215.849609375,17310.150390625,333600,16478.3349609375,16185.7780078125,1,1.0,0.000311327663805816,0.000311327663805816,1.0226292777376242,1.2373256210543235
2022-08-03,17388.150390625,17407.5,17225.849609375,17349.25,285400,16548.252490234376,16213.02501953125,1,1.0,0.002461808358865669,0.002461808358865669,1.0251467950415796,1.2403716796108737
2022-08-04,17382.0,17490.69921875,17161.25,17463.099609375,325000,16610.707470703124,16237.26201171875,1,1.0,-0.0003537116074355806,-0.0003537116074355806,1.024784188720848,1.239932945750261
2022-08-05,17397.5,17474.400390625,17348.75,17423.650390625,355300,16669.552490234375,16258.1630078125,1,1.0,0.0008917270739845495,0.0008917270739845495,1.0256980165269216,1.241038627527912
2022-08-08,17525.099609375,17548.80078125,17359.75,17401.5,257000,16735.007470703124,16275.4369921875,1,1.0,0.007334364671648164,0.007334364671648164,1.0332208598231163,1.2501408573938033
2022-08-10,17534.75,17566.099609375,17442.80078125,17566.099609375,312700,16808.82998046875,16294.4409765625,1,1.0,0.0005506610997998429,0.0005506610997998429,1.0337898143581226,1.2508292613332406
2022-08-11,17659.0,17719.30078125,17631.94921875,17711.650390625,311200,16893.4474609375,16317.1659765625,1,1.0,0.007085929368824795,0.007085929368824795,1.0411151759648747,1.2596925491315072
2022-08-12,17698.150390625,17724.650390625,17597.849609375,17659.650390625,303900,16981.4224609375,16338.568984375,1,1.0,0.0022170219505635025,0.0022170219505635025,1.0434233511630535,1.262485315163893
2022-08-16,17825.25,17839.099609375,17764.05078125,17797.19921875,0,17070.224951171876,16363.38796875,1,1.0,0.007181519343531395,0.007181519343531395,1.0509167161429234,1.271551877875667
